职位名称,公司ID,公司名称,公司规模,职位领域,工作经验,工作地点,工资水平,学历,工作性质,公司标签,职位优势
高级Java开发工程师（数据平台产品）-BJ,194937,深演智能,150-500人,"移动互联网,广告营销",不限,北京,20k-40k,本科,全职,"['股票期权', '年度旅游', '美女多', '弹性工作']",六险一金、年度旅游
Java资深研发工程师（履约系统）(J201103011),2474,滴滴,2000人以上,汽车丨出行,5-10年,北京,25k-35k,本科,全职,"['弹性工作', '节日礼物', '岗位晋升', '技能培训']",新项目，发展空间巨大！
Java开发工程师,164371,米熊,50-150人,"移动互联网,教育",不限,北京,13k-26k,本科,全职,"['视频直播', '股票期权', '靠谱团队']",五险一金，季度奖金
Java开发工程师,164371,米熊,50-150人,"移动互联网,教育",不限,北京,13k-26k,本科,全职,"['视频直播', '股票期权', '靠谱团队']",五险一金，季度奖金
java开发工程师,121825780,好学空间,少于15人,教育,3-5年,长沙,8k-12k,大专,全职,[],凝聚力
高级java开发工程师,373286,一页科技,500-2000人,"移动互联网,企业服务",5-10年,深圳,15k-25k,大专,全职,"['专项奖金', '带薪年假', '弹性工作', '年底双薪']",每月奖励机制
java工程师,373286,一页科技,500-2000人,"移动互联网,企业服务",3-5年,深圳,12k-17k,大专,全职,"['专项奖金', '带薪年假', '弹性工作', '年底双薪']",团队有活力，和大牛一起工作
java开发工程师,69152,博奥特科技,500-2000人,"移动互联网,金融",3-5年,深圳,14k-20k,本科,全职,"['绩效奖金', '领导好', '帅哥多', '美女多']",技术延伸，大型平台，技术综合
高级Java工程师,82895640,斯达领科,50-150人,"电商,物联网",5-10年,成都,25k-50k,本科,全职,[],3亿美元融资 持续盈利 牛人团队
java开发工程师,120993748,尚禾网络科技,少于15人,软件开发,1-3年,合肥,12k-24k,不限,全职,[],薪资福利高，上升空间高，工作氛围轻松
java开发工程师,107972,深蓝保,150-500人,"金融,移动互联网",1-3年,深圳,12k-18k,本科,全职,"['股票期权', '专项奖金', '弹性工作', '技能培训']",行业引领者，大牛团队，互联网氛围
Java开发工程师,345591,和邑,150-500人,"移动互联网,数据服务",3-5年,上海,15k-20k,本科,全职,"['领导好', '五险一金', '定期体检', '扁平管理']","BAT同台,双休"
java开发工程师,117217,博悦科创,500-2000人,移动互联网,1-3年,深圳,11k-14k,本科,全职,"['年底双薪', '定期体检', '绩效奖金', '技能培训']","五险一金,员工旅游,定期体检,年终奖金"
java开发工程师,749514,东阳云红,50-150人,软件开发,3-5年,杭州,30k-60k,本科,全职,"['带薪年假', '节日礼物', '领导好', '扁平管理']",领导nice
高级Java开发工程师,191160,万顺叫车,150-500人,"消费生活,移动互联网",5-10年,深圳,25k-35k,本科,全职,"['团建津贴', '氛围好', '非外包', '提供住宿']",非外包，五险一金，车补，下午茶，包住
高级java开发工程师,121893171,宇信,50-150人,软件开发,5-10年,广州,15k-25k,本科,全职,[],福利待遇好，发展前景大
java开发工程师,120524986,智运通,15-50人,物流丨运输,5-10年,北京,15k-30k,本科,全职,[],发展空间大，办公灵活
java开发工程师,23727,知网,2000人以上,"移动互联网,电商",3-5年,杭州,9k-12k,本科,全职,"['美女多多', '带薪年假', '绩效奖金', '岗位晋升']",五险一金 双休 福利齐全 带薪年假 绩效奖金
高级java开发工程师,120855199,河北星泰,150-500人,软件开发,3-5年,张家口,4k-8k,大专,全职,[],带薪培训、晋升机制明确
高级java开发工程师,120855199,河北星泰,150-500人,软件开发,3-5年,哈尔滨,7k-12k,本科,全职,[],带薪培训、晋升机制明确
java开发工程师,7988,海鼎,500-2000人,企业服务,1-3年,上海,9k-18k,本科,全职,"['节日礼物', '带薪年假', '绩效奖金', '岗位晋升']",平台好 地铁周边 环境好 氛围好
java开发工程师,7988,海鼎,500-2000人,企业服务,1-3年,厦门,7k-14k,本科,全职,"['节日礼物', '带薪年假', '绩效奖金', '岗位晋升']",氛围好 领导好
高级java开发工程师,568111,爱租机,150-500人,移动互联网,3-5年,深圳,15k-25k,本科,全职,"['年底双薪', '股票期权', '带薪年假', '交通补助']",五险一金、年度体检、员工团建、调薪激励
java开发工程师,84502297,法本信息,2000人以上,"企业服务,软件开发",3-5年,成都,9k-14k,大专,全职,[],六险一金 年终奖
java开发工程师,84502297,法本信息,2000人以上,"企业服务,软件开发",1-3年,广州,12k-15k,本科,全职,[],年终奖 年度调薪 六险一金 不定时下午茶团建
java开发工程师,314059,云迹科技,150-500人,"移动互联网,硬件",3-5年,上海,20k-25k,本科,全职,[],"前沿科技,人工智能，机器人"
java开发工程师,314059,云迹科技,150-500人,"移动互联网,硬件",3-5年,北京,16k-25k,本科,全职,[],行业前景好，团队氛围轻松，技术驱动
JAVA开发工程师,47107,良品铺子,2000人以上,"电商,消费生活",3-5年,武汉,10k-15k,本科,全职,"['生日趴', '技能培训', '节日礼物', '绩效奖金']",平台大，待遇好
Java高级开发工程师,5858,安居客,500-2000人,移动互联网,3-5年,北京,18k-35k,本科,全职,"['年底双薪', '绩效奖金', '带薪年假', '五险一金']",58集团总部
java高级开发工程师,5858,安居客,500-2000人,移动互联网,3-5年,北京,20k-30k,本科,全职,"['年底双薪', '绩效奖金', '带薪年假', '五险一金']",五险一金 核心项目 带薪年假 期权激励
java工程师,11001,Ping++,50-150人,金融,3-5年,武汉,10k-20k,大专,全职,"['岗位晋升', '年度旅游', '五险一金', '弹性工作']",行业领头团队 开放薪资 扁平化管理
高级java开发工程师,122345487,猎英管理咨询,50-150人,"电商,企业服务",5-10年,北京,30k-40k,本科,全职,[],快速发展
java开发工程师,86590,上海丹焱,15-50人,"移动互联网,企业服务",3-5年,合肥,10k-12k,本科,全职,"['技能培训', '年底双薪', '股票期权', '扁平管理']",五险一金、年终奖、带薪休假、节日福利
java开发工程师,129103,上海金亥,50-150人,"企业服务,数据服务",3-5年,上海,13k-18k,大专,全职,"['定期体检', '带薪年假', '年底双薪', '免费班车']",13薪，班车，培训机会
高级java开发工程师,198619,成都艾乐橙文化传播有限公司,500-2000人,"教育,文娱丨内容",3-5年,成都,12k-24k,大专,全职,"['带薪年假', '节日礼物', '扁平管理', '美女多']",年终福利 、带薪寒暑假期（7-15天）
Java开发工程师,105718,平安健康互联网,2000人以上,"移动互联网,医疗丨健康",不限,上海,15k-25k,本科,全职,"['技能培训', '节日礼物', '带薪年假', '定期体检']",互联网医疗头部企业，好项目欢迎加入
java开发工程师,494648,文思海辉·金融,2000人以上,"移动互联网,金融",3-5年,上海,13k-22k,本科,全职,"['带薪年假', '定期体检', '节日礼物', '五险一金']",金融支付
java开发工程师,532290,鼎拓科技,50-150人,"信息安全,人工智能",3-5年,西安,8k-15k,本科,全职,[],五险一金
java,155387,我听科技,15-50人,移动互联网,3-5年,北京,15k-25k,本科,全职,['五险一金'],六险一金
Java开发工程师,142626,CLPS,500-2000人,"数据服务,金融",3-5年,上海,15k-25k,本科,全职,"['专项奖金', '带薪年假', '定期体检', '交通补助']","全球外资企业平台,牛人大咖云集"
高级java开发工程师,483642,海高控股,500-2000人,"移动互联网,医疗丨健康",5-10年,杭州,20k-30k,本科,全职,"['年底双薪', '绩效奖金', '带薪年假', '定期体检']",福利待遇好
高级java开发工程师,28766,易娱网络,150-500人,游戏,3-5年,广州,20k-35k,本科,全职,"['技能培训', '节日礼物', '绩效奖金', '岗位晋升']",年终奖金，五险一金
高级java开发工程师,583636,帮帮助学,50-150人,其他,3-5年,北京,18k-25k,本科,全职,[],五险一金
java工程师,425530,嘉悦国际,150-500人,"消费生活,移动互联网",3-5年,深圳,13k-25k,本科,全职,"['绩效奖金', '年终分红', '带薪年假', '年度旅游']",五险一金 绩效奖金 年度旅游 年终奖
高级java开发工程师,364901,尔湾科技,500-2000人,"移动互联网,教育",5-10年,北京,25k-40k,本科,全职,"['绩效奖金', '弹性工作', '领导好', '技能培训']",平台增速快 收获大
java工程师,364901,尔湾科技,500-2000人,"移动互联网,教育",3-5年,北京,15k-25k,本科,全职,"['绩效奖金', '弹性工作', '领导好', '技能培训']",平台增速快 收获大
java开发工程师,122040459,德惠众合,50-150人,"企业服务,软件开发",1-3年,南京,7k-12k,大专,全职,[],公司自研产品，扎根于银行业务
java开发工程师,117217,博悦科创,500-2000人,移动互联网,3-5年,深圳,10k-16k,大专,全职,"['年底双薪', '定期体检', '绩效奖金', '技能培训']",员工旅游 周末双休 节日福利 五险一金
java开发工程师,117217,博悦科创,500-2000人,移动互联网,3-5年,深圳,10k-16k,大专,全职,"['年底双薪', '定期体检', '绩效奖金', '技能培训']",员工旅游 周末双休 节日福利 五险一金
java开发工程师,210070,深睿医疗,150-500人,"移动互联网,医疗丨健康",1-3年,北京,15k-25k,本科,全职,"['股票期权', '年底双薪', '定期体检', '弹性工作']","大牛,行业前景行,福利好,氛围好"
高级java开发工程师,97243,武汉福禄网络科技,500-2000人,"移动互联网,电商",5-10年,上海,25k-35k,本科,全职,"['节日礼物', '带薪年假', '绩效奖金', '年度旅游']",行业top、五险一金、餐补、通讯补贴
java开发工程师,558427,北京群鲜荟萃科技有限公司,2000人以上,不限,3-5年,北京,15k-25k,本科,全职,"['弹性工作', '领导好', '帅哥多', '扁平管理']",五险一金
高级Java开发工程师,112013,民生易贷,150-500人,"移动互联网,金融",不限,深圳,15k-25k,本科,全职,"['专项奖金', '股票期权', '年终分红', '午餐补助']","年度旅游,年度体检,六险一金"
java高级开发工程师,122335142,优控智行,50-150人,人工智能,3-5年,天津,10k-20k,本科,全职,[],团队专业，发展空间大，领导nice，福利待遇优越
java开发工程师,112013,民生易贷,150-500人,"移动互联网,金融",不限,深圳,9k-17k,本科,全职,"['专项奖金', '股票期权', '年终分红', '午餐补助']",领导好 成长快 空间大
java开发工程师,5858,安居客,500-2000人,移动互联网,1-3年,北京,20k-35k,本科,全职,"['年底双薪', '绩效奖金', '带薪年假', '五险一金']",绩效奖金 弹性工时 免费班车 综合补助
java高级开发工程师,28793,安狗狗管家,150-500人,移动互联网,5-10年,深圳,25k-35k,本科,全职,"['年底双薪', '绩效奖金', '五险一金', '带薪年假']",双休 绩效奖金 年终奖金
java开发工程师,142626,CLPS,500-2000人,"数据服务,金融",3-5年,北京,10k-20k,本科,全职,"['专项奖金', '带薪年假', '定期体检', '交通补助']",外企 环境好
java开发工程师,122293374,赚金客,15-50人,广告营销,1-3年,哈尔滨,4k-7k,大专,全职,[],初创团队，未来无限
Java高级开发工程师,95249,上海钢软,500-2000人,"移动互联网,电商",5-10年,上海,20k-40k,本科,全职,"['专项奖金', '带薪年假', '绩效奖金', '定期体检']",发展前景可观
java高级开发工程师,122035,中融汇智信息科技公司,50-150人,"数据服务,企业服务",3-5年,长沙,10k-15k,本科,全职,"['股票期权', '年终分红', '技能培训', '年度旅游']",发展前景好
java开发工程师,84502297,法本信息,2000人以上,"企业服务,软件开发",5-10年,广州,13k-23k,本科,全职,[],五险一金
高级java开发工程师,182070,深信服科技集团,2000人以上,"信息安全,企业服务",3-5年,深圳,20k-40k,本科,全职,"['三餐全包', '大牛超多', '年终奖超多', '大公司，稳定']",上市公司/年度旅游/超长年假
java开发工程师,84502297,法本信息,2000人以上,"企业服务,软件开发",3-5年,深圳,15k-22k,本科,全职,[],"和vivo的团队一起工作,技能提升快"
Java高级开发工程师,95249,上海钢软,500-2000人,"移动互联网,电商",5-10年,上海,25k-35k,本科,全职,"['专项奖金', '带薪年假', '绩效奖金', '定期体检']",发展前景好，团队实力强
java开发工程师,22862,上海中软华腾软件系统有限公司,2000人以上,"企业服务,金融",3-5年,广州,12k-15k,大专,全职,"['绩效奖金', '带薪年假', '定期体检', '管理规范']",国企
java开发工程师,494648,文思海辉·金融,2000人以上,"移动互联网,金融",5-10年,成都,15k-25k,本科,全职,"['带薪年假', '定期体检', '节日礼物', '五险一金']",微服务
java开发工程师,494648,文思海辉·金融,2000人以上,"移动互联网,金融",3-5年,北京,12k-24k,大专,全职,"['带薪年假', '定期体检', '节日礼物', '五险一金']",spring
java开发工程师,22666,会小二网,150-500人,企业服务,3-5年,北京,15k-28k,本科,全职,"['行业领先', '扁平化管理', '学习型组织', '发展空间大']",B轮融资 互联网 行业独角兽 晋升不设限制
java开发工程师,217659,北纬三十度,150-500人,"电商,医疗丨健康",3-5年,深圳,20k-30k,大专,全职,[],大平台 福利好 发展前景好
java开发工程师,217659,北纬三十度,150-500人,"电商,医疗丨健康",3-5年,广州,20k-30k,大专,全职,[],大平台 福利好 发展前景好
java高级开发工程师,119007866,楚匠网络,15-50人,软件开发,3-5年,武汉,12k-20k,大专,全职,"['每日餐补', '绩效奖金', '专项奖金', '年度旅游']","发展空间大,薪资有竞争力"
java开发工程师,557974,原圈科技,150-500人,人工智能,5-10年,武汉,15k-25k,本科,全职,"['午餐补助', '带薪年假', '定期体检', '股票期权']",绩效奖金 双休 加班补贴 餐补 年假
java高级开发工程师,557974,原圈科技,150-500人,人工智能,5-10年,上海,25k-29k,本科,全职,"['午餐补助', '带薪年假', '定期体检', '股票期权']",绩效奖金 双休 加班补贴 餐补 年假
java高级开发工程师,547026,莱数信息,15-50人,"软件开发,人工智能",3-5年,济南,8k-12k,本科,全职,[],年轻团队、共同拼搏、共战未来
java开发工程师,513607,中电慧安,50-150人,"信息安全,通讯电子",3-5年,深圳,15k-25k,本科,全职,[],发展前景 技术实力
高级java开发工程师,117868860,宁波中茂网络科技有限公司杭州分公司,150-500人,"数据服务,软件开发",3-5年,杭州,18k-25k,大专,全职,[],稳定的平台
java开发工程师,215846,格兰仕,2000人以上,"物联网,硬件",5-10年,佛山,15k-30k,本科,全职,[],发展前景
java开发工程师,215846,格兰仕,2000人以上,"物联网,硬件",5-10年,佛山,15k-30k,本科,全职,[],发展前景
Java开发工程师,3346,妈妈网,500-2000人,"移动互联网,社交",1-3年,广州,12k-18k,本科,全职,"['年度旅游', '扁平管理', '领导好', '美女多']",百人技术团，五险一金，年底多薪，母婴领航企业
Java开发工程师,114259,北京八维研修学院,2000人以上,教育,3-5年,北京,15k-20k,大专,全职,"['绩效奖金', '带薪年假', '午餐补助', '技能培训']",工作无压力，环境好，发展空间大
java高级开发工程师,427326,大农科技,150-500人,移动互联网,3-5年,成都,11k-18k,本科,全职,[],五险一金 带薪年假
高级Java研发工程师,62,字节跳动,2000人以上,文娱丨内容,3-5年,北京,25k-50k,本科,全职,"['扁平管理', '弹性工作', '就近租房补贴', '六险一金']","六险一金,股票期权,弹性工作,免费三餐"
